Gender,Data,Month,L,M,S,SD,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,Height(cm)
Girl,waz,0,0.3809,3.2322,0.14171,0,2,2.4,2.8,3.2,3.7,4.2,4.8,0
Girl,waz,1,0.1714,4.1873,0.13724,0,2.7,3.2,3.6,4.2,4.8,5.5,6.2,0
Girl,waz,2,0.0962,5.1282,0.13,0,3.4,3.9,4.5,5.1,5.8,6.6,7.5,0
Girl,waz,3,0.0402,5.8458,0.12619,0,4,4.5,5.2,5.8,6.6,7.5,8.5,0
Girl,waz,4,-0.005,6.4237,0.12402,0,4.4,5,5.7,6.4,7.3,8.2,9.3,0
Girl,waz,5,-0.043,6.8985,0.12274,0,4.8,5.4,6.1,6.9,7.8,8.8,10,0
Girl,waz,6,-0.0756,7.297,0.12204,0,5.1,5.7,6.5,7.3,8.2,9.3,10.6,0
Girl,waz,7,-0.1039,7.6422,0.12178,0,5.3,6,6.8,7.6,8.6,9.8,11.1,0
Girl,waz,8,-0.1288,7.9487,0.12181,0,5.6,6.3,7,7.9,9,10.2,11.6,0
Girl,waz,9,-0.1507,8.2254,0.12199,0,5.8,6.5,7.3,8.2,9.3,10.5,12,0
Girl,waz,10,-0.17,8.48,0.12223,0,5.9,6.7,7.5,8.5,9.6,10.9,12.4,0
Girl,waz,11,-0.1872,8.7192,0.12247,0,6.1,6.9,7.7,8.7,9.9,11.2,12.8,0
Girl,waz,12,-0.2024,8.9481,0.12268,0,6.3,7,7.9,8.9,10.1,11.5,13.1,0
Girl,waz,13,-0.2158,9.1699,0.12283,0,6.4,7.2,8.1,9.2,10.4,11.8,13.5,0
Girl,waz,14,-0.2278,9.387,0.12294,0,6.6,7.4,8.3,9.4,10.6,12.1,13.8,0
Girl,waz,15,-0.2384,9.6008,0.12299,0,6.7,7.6,8.5,9.6,10.9,12.4,14.1,0
Girl,waz,16,-0.2478,9.8124,0.12303,0,6.9,7.7,8.7,9.8,11.1,12.6,14.5,0
Girl,waz,17,-0.2562,10.0226,0.12306,0,7,7.9,8.9,10,11.4,12.9,14.8,0
Girl,waz,18,-0.2637,10.2315,0.12309,0,7.2,8.1,9.1,10.2,11.6,13.2,15.1,0
Girl,waz,19,-0.2703,10.4393,0.12315,0,7.3,8.2,9.2,10.4,11.8,13.5,15.4,0
Girl,waz,20,-0.2762,10.6464,0.12323,0,7.5,8.4,9.4,10.6,12.1,13.7,15.7,0
Girl,waz,21,-0.2815,10.8534,0.12335,0,7.6,8.6,9.6,10.9,12.3,14,16,0
Girl,waz,22,-0.2862,11.0608,0.1235,0,7.8,8.7,9.8,11.1,12.5,14.3,16.4,0
Girl,waz,23,-0.2903,11.2688,0.12369,0,7.9,8.9,10,11.3,12.8,14.6,16.7,0
Girl,waz,24,-0.2941,11.4775,0.1239,0,8.1,9,10.2,11.5,13,14.8,17,0
Girl,waz,25,-0.2975,11.6864,0.12414,0,8.2,9.2,10.3,11.7,13.3,15.1,17.3,0
Girl,waz,26,-0.3005,11.8947,0.12441,0,8.4,9.4,10.5,11.9,13.5,15.4,17.7,0
Girl,waz,27,-0.3032,12.1015,0.12472,0,8.5,9.5,10.7,12.1,13.7,15.7,18,0
Girl,waz,28,-0.3057,12.3059,0.12506,0,8.6,9.7,10.9,12.3,14,16,18.3,0
Girl,waz,29,-0.308,12.5073,0.12545,0,8.8,9.8,11.1,12.5,14.2,16.2,18.7,0
Girl,waz,30,-0.3101,12.7055,0.12587,0,8.9,10,11.2,12.7,14.4,16.5,19,0
Girl,waz,31,-0.312,12.9006,0.12633,0,9,10.1,11.4,12.9,14.7,16.8,19.3,0
Girl,waz,32,-0.3138,13.093,0.12683,0,9.1,10.3,11.6,13.1,14.9,17.1,19.6,0
Girl,waz,33,-0.3155,13.2837,0.12737,0,9.3,10.4,11.7,13.3,15.1,17.3,20,0
Girl,waz,34,-0.3171,13.4731,0.12794,0,9.4,10.5,11.9,13.5,15.4,17.6,20.3,0
Girl,waz,35,-0.3186,13.6618,0.12855,0,9.5,10.7,12,13.7,15.6,17.9,20.6,0
Girl,waz,36,-0.3201,13.8503,0.12919,0,9.6,10.8,12.2,13.9,15.8,18.1,20.9,0
Girl,waz,37,-0.3216,14.0385,0.12988,0,9.7,10.9,12.4,14,16,18.4,21.3,0
Girl,waz,38,-0.323,14.2265,0.13059,0,9.8,11.1,12.5,14.2,16.3,18.7,21.6,0
Girl,waz,39,-0.3243,14.414,0.13135,0,9.9,11.2,12.7,14.4,16.5,19,22,0
Girl,waz,40,-0.3257,14.601,0.13213,0,10.1,11.3,12.8,14.6,16.7,19.2,22.3,0
Girl,waz,41,-0.327,14.7873,0.13293,0,10.2,11.5,13,14.8,16.9,19.5,22.7,0
Girl,waz,42,-0.3283,14.9727,0.13376,0,10.3,11.6,13.1,15,17.2,19.8,23,0
Girl,waz,43,-0.3296,15.1573,0.1346,0,10.4,11.7,13.3,15.2,17.4,20.1,23.4,0
Girl,waz,44,-0.3309,15.341,0.13545,0,10.5,11.8,13.4,15.3,17.6,20.4,23.7,0
Girl,waz,45,-0.3322,15.524,0.1363,0,10.6,12,13.6,15.5,17.8,20.7,24.1,0
Girl,waz,46,-0.3335,15.7064,0.13716,0,10.7,12.1,13.7,15.7,18.1,20.9,24.5,0
Girl,waz,47,-0.3348,15.8882,0.138,0,10.8,12.2,13.9,15.9,18.3,21.2,24.8,0
Girl,waz,48,-0.3361,16.0697,0.13884,0,10.9,12.3,14,16.1,18.5,21.5,25.2,0
Girl,waz,49,-0.3374,16.2511,0.13968,0,11,12.4,14.2,16.3,18.8,21.8,25.5,0
Girl,waz,50,-0.3387,16.4322,0.14051,0,11.1,12.6,14.3,16.4,19,22.1,25.9,0
Girl,waz,51,-0.34,16.6133,0.14132,0,11.2,12.7,14.5,16.6,19.2,22.4,26.3,0
Girl,waz,52,-0.3414,16.7942,0.14213,0,11.3,12.8,14.6,16.8,19.4,22.6,26.6,0
Girl,waz,53,-0.3427,16.9748,0.14293,0,11.4,12.9,14.8,17,19.7,22.9,27,0
Girl,waz,54,-0.344,17.1551,0.14371,0,11.5,13,14.9,17.2,19.9,23.2,27.4,0
Girl,waz,55,-0.3453,17.3347,0.14448,0,11.6,13.2,15.1,17.3,20.1,23.5,27.7,0
Girl,waz,56,-0.3466,17.5136,0.14525,0,11.7,13.3,15.2,17.5,20.3,23.8,28.1,0
Girl,waz,57,-0.3479,17.6916,0.146,0,11.8,13.4,15.3,17.7,20.6,24.1,28.5,0
Girl,waz,58,-0.3492,17.8686,0.14675,0,11.9,13.5,15.5,17.9,20.8,24.4,28.8,0
Girl,waz,59,-0.3505,18.0445,0.14748,0,12,13.6,15.6,18,21,24.6,29.2,0
Girl,waz,60,-0.3518,18.2193,0.14821,0,12.1,13.7,15.8,18.2,21.2,24.9,29.5,0
Boy,waz,0,0.3487,3.3464,0.14602,0,2.1,2.5,2.9,3.3,3.9,4.4,5,0
Boy,waz,1,0.2297,4.4709,0.13395,0,2.9,3.4,3.9,4.5,5.1,5.8,6.6,0
Boy,waz,2,0.197,5.5675,0.12385,0,3.8,4.3,4.9,5.6,6.3,7.1,8,0
Boy,waz,3,0.1738,6.3762,0.11727,0,4.4,5,5.7,6.4,7.2,8,9,0
Boy,waz,4,0.1553,7.0023,0.11316,0,4.9,5.6,6.2,7,7.8,8.7,9.7,0
Boy,waz,5,0.1395,7.5105,0.1108,0,5.3,6,6.7,7.5,8.4,9.3,10.4,0
Boy,waz,6,0.1257,7.934,0.10958,0,5.7,6.4,7.1,7.9,8.8,9.8,10.9,0
Boy,waz,7,0.1134,8.297,0.10902,0,5.9,6.7,7.4,8.3,9.2,10.3,11.4,0
Boy,waz,8,0.1021,8.6151,0.10882,0,6.2,6.9,7.7,8.6,9.6,10.7,11.9,0
Boy,waz,9,0.0917,8.9014,0.10881,0,6.4,7.1,8,8.9,9.9,11,12.3,0
Boy,waz,10,0.082,9.1649,0.10891,0,6.6,7.4,8.2,9.2,10.2,11.4,12.7,0
Boy,waz,11,0.073,9.4122,0.10906,0,6.8,7.6,8.4,9.4,10.5,11.7,13,0
Boy,waz,12,0.0644,9.6479,0.10925,0,6.9,7.7,8.6,9.6,10.8,12,13.3,0
Boy,waz,13,0.0563,9.8749,0.10949,0,7.1,7.9,8.8,9.9,11,12.3,13.7,0
Boy,waz,14,0.0487,10.0953,0.10976,0,7.2,8.1,9,10.1,11.3,12.6,14,0
Boy,waz,15,0.0413,10.3108,0.11007,0,7.4,8.3,9.2,10.3,11.5,12.8,14.3,0
Boy,waz,16,0.0343,10.5228,0.11041,0,7.5,8.4,9.4,10.5,11.7,13.1,14.6,0
Boy,waz,17,0.0275,10.7319,0.11079,0,7.7,8.6,9.6,10.7,12,13.4,14.9,0
Boy,waz,18,0.0211,10.9385,0.11119,0,7.8,8.8,9.8,10.9,12.2,13.7,15.3,0
Boy,waz,19,0.0148,11.143,0.11164,0,8,8.9,10,11.1,12.5,13.9,15.6,0
Boy,waz,20,0.0087,11.3462,0.11211,0,8.1,9.1,10.1,11.3,12.7,14.2,15.9,0
Boy,waz,21,0.0029,11.5486,0.11261,0,8.2,9.2,10.3,11.5,12.9,14.5,16.2,0
Boy,waz,22,-0.0028,11.7504,0.11314,0,8.4,9.4,10.5,11.8,13.2,14.7,16.5,0
Boy,waz,23,-0.0083,11.9514,0.11369,0,8.5,9.5,10.7,12,13.4,15,16.8,0
Boy,waz,24,-0.0137,12.1515,0.11426,0,8.6,9.7,10.8,12.2,13.6,15.3,17.1,0
Boy,waz,25,-0.0189,12.3502,0.11485,0,8.8,9.8,11,12.4,13.9,15.5,17.5,0
Boy,waz,26,-0.024,12.5466,0.11544,0,8.9,10,11.2,12.5,14.1,15.8,17.8,0
Boy,waz,27,-0.0289,12.7401,0.11604,0,9,10.1,11.3,12.7,14.3,16.1,18.1,0
Boy,waz,28,-0.0337,12.9303,0.11664,0,9.1,10.2,11.5,12.9,14.5,16.3,18.4,0
Boy,waz,29,-0.0385,13.1169,0.11723,0,9.2,10.4,11.7,13.1,14.8,16.6,18.7,0
Boy,waz,30,-0.0431,13.3,0.11781,0,9.4,10.5,11.8,13.3,15,16.9,19,0
Boy,waz,31,-0.0476,13.4798,0.11839,0,9.5,10.7,12,13.5,15.2,17.1,19.3,0
Boy,waz,32,-0.052,13.6567,0.11896,0,9.6,10.8,12.1,13.7,15.4,17.4,19.6,0
Boy,waz,33,-0.0564,13.8309,0.11953,0,9.7,10.9,12.3,13.8,15.6,17.6,19.9,0
Boy,waz,34,-0.0606,14.0031,0.12008,0,9.8,11,12.4,14,15.8,17.8,20.2,0
Boy,waz,35,-0.0648,14.1736,0.12062,0,9.9,11.2,12.6,14.2,16,18.1,20.4,0
Boy,waz,36,-0.0689,14.3429,0.12116,0,10,11.3,12.7,14.3,16.2,18.3,20.7,0
Boy,waz,37,-0.0729,14.5113,0.12168,0,10.1,11.4,12.9,14.5,16.4,18.6,21,0
Boy,waz,38,-0.0769,14.6791,0.1222,0,10.2,11.5,13,14.7,16.6,18.8,21.3,0
Boy,waz,39,-0.0808,14.8466,0.12271,0,10.3,11.6,13.1,14.8,16.8,19,21.6,0
Boy,waz,40,-0.0846,15.014,0.12322,0,10.4,11.8,13.3,15,17,19.3,21.9,0
Boy,waz,41,-0.0883,15.1813,0.12373,0,10.5,11.9,13.4,15.2,17.2,19.5,22.1,0
Boy,waz,42,-0.092,15.3486,0.12425,0,10.6,12,13.6,15.3,17.4,19.7,22.4,0
Boy,waz,43,-0.0957,15.5158,0.12478,0,10.7,12.1,13.7,15.5,17.6,20,22.7,0
Boy,waz,44,-0.0993,15.6828,0.12531,0,10.8,12.2,13.8,15.7,17.8,20.2,23,0
Boy,waz,45,-0.1028,15.8497,0.12586,0,10.9,12.4,14,15.8,18,20.5,23.3,0
Boy,waz,46,-0.1063,16.0163,0.12643,0,11,12.5,14.1,16,18.2,20.7,23.6,0
Boy,waz,47,-0.1097,16.1827,0.127,0,11.1,12.6,14.3,16.2,18.4,20.9,23.9,0
Boy,waz,48,-0.1131,16.3489,0.12759,0,11.2,12.7,14.4,16.3,18.6,21.2,24.2,0
Boy,waz,49,-0.1165,16.515,0.12819,0,11.3,12.8,14.5,16.5,18.8,21.4,24.5,0
Boy,waz,50,-0.1198,16.6811,0.1288,0,11.4,12.9,14.7,16.7,19,21.7,24.8,0
Boy,waz,51,-0.123,16.8471,0.12943,0,11.5,13.1,14.8,16.8,19.2,21.9,25.1,0
Boy,waz,52,-0.1262,17.0132,0.13005,0,11.6,13.2,15,17,19.4,22.2,25.4,0
Boy,waz,53,-0.1294,17.1792,0.13069,0,11.7,13.3,15.1,17.2,19.6,22.4,25.7,0
Boy,waz,54,-0.1325,17.3452,0.13133,0,11.8,13.4,15.2,17.3,19.8,22.7,26,0
Boy,waz,55,-0.1356,17.5111,0.13197,0,11.9,13.5,15.4,17.5,20,22.9,26.3,0
Boy,waz,56,-0.1387,17.6768,0.13261,0,12,13.6,15.5,17.7,20.2,23.2,26.6,0
Boy,waz,57,-0.1417,17.8422,0.13325,0,12.1,13.7,15.6,17.8,20.4,23.4,26.9,0
Boy,waz,58,-0.1447,18.0073,0.13389,0,12.2,13.8,15.8,18,20.6,23.7,27.2,0
Boy,waz,59,-0.1477,18.1722,0.13453,0,12.3,14,15.9,18.2,20.8,23.9,27.6,0
Boy,waz,60,-0.1506,18.3366,0.13517,0,12.4,14.1,16,18.3,21,24.2,27.9,0
Girl,haz,0,1,49.1477,0.0379,1.8627,43.6,45.4,47.3,49.1,51,52.9,54.7,0
Girl,haz,1,1,53.6872,0.0364,1.9542,47.8,49.8,51.7,53.7,55.6,57.6,59.5,0
Girl,haz,2,1,57.0673,0.03568,2.0362,51,53,55,57.1,59.1,61.1,63.2,0
Girl,haz,3,1,59.8029,0.0352,2.1051,53.5,55.6,57.7,59.8,61.9,64,66.1,0
Girl,haz,4,1,62.0899,0.03486,2.1645,55.6,57.8,59.9,62.1,64.3,66.4,68.6,0
Girl,haz,5,1,64.0301,0.03463,2.2174,57.4,59.6,61.8,64,66.2,68.5,70.7,0
Girl,haz,6,1,65.7311,0.03448,2.2664,58.9,61.2,63.5,65.7,68,70.3,72.5,0
Girl,haz,7,1,67.2873,0.03441,2.3154,60.3,62.7,65,67.3,69.6,71.9,74.2,0
Girl,haz,8,1,68.7498,0.0344,2.365,61.7,64,66.4,68.7,71.1,73.5,75.8,0
Girl,haz,9,1,70.1435,0.03444,2.4157,62.9,65.3,67.7,70.1,72.6,75,77.4,0
Girl,haz,10,1,71.4818,0.03452,2.4676,64.1,66.5,69,71.5,73.9,76.4,78.9,0
Girl,haz,11,1,72.771,0.03464,2.5208,65.2,67.7,70.3,72.8,75.3,77.8,80.3,0
Girl,haz,12,1,74.015,0.03479,2.575,66.3,68.9,71.4,74,76.6,79.2,81.7,0
Girl,haz,13,1,75.2176,0.03496,2.6296,67.3,70,72.6,75.2,77.8,80.5,83.1,0
Girl,haz,14,1,76.3817,0.03514,2.6841,68.3,71,73.7,76.4,79.1,81.7,84.4,0
Girl,haz,15,1,77.5099,0.03534,2.7392,69.3,72,74.8,77.5,80.2,83,85.7,0
Girl,haz,16,1,78.6055,0.03555,2.7944,70.2,73,75.8,78.6,81.4,84.2,87,0
Girl,haz,17,1,79.671,0.03576,2.849,71.1,74,76.8,79.7,82.5,85.4,88.2,0
Girl,haz,18,1,80.7079,0.03598,2.9039,72,74.9,77.8,80.7,83.6,86.5,89.4,0
Girl,haz,19,1,81.7182,0.0362,2.9582,72.8,75.8,78.8,81.7,84.7,87.6,90.6,0
Girl,haz,20,1,82.7036,0.03643,3.0129,73.7,76.7,79.7,82.7,85.7,88.7,91.7,0
Girl,haz,21,1,83.6654,0.03666,3.0672,74.5,77.5,80.6,83.7,86.7,89.8,92.9,0
Girl,haz,22,1,84.604,0.03688,3.1202,75.2,78.4,81.5,84.6,87.7,90.8,94,0
Girl,haz,23,1,85.5202,0.03711,3.1737,76,79.2,82.3,85.5,88.7,91.9,95,0
Girl,haz,24,1,86.4153,0.03734,3.2267,76.7,80,83.2,86.4,89.6,92.9,96.1,0
Girl,haz,25,1,86.5904,0.03786,3.2783,76.8,80,83.3,86.6,89.9,93.1,96.4,0
Girl,haz,26,1,87.4462,0.03808,3.33,77.5,80.8,84.1,87.4,90.8,94.1,97.4,0
Girl,haz,27,1,88.283,0.0383,3.3812,78.1,81.5,84.9,88.3,91.7,95,98.4,0
Girl,haz,28,1,89.1004,0.03851,3.4313,78.8,82.2,85.7,89.1,92.5,96,99.4,0
Girl,haz,29,1,89.8991,0.03872,3.4809,79.5,82.9,86.4,89.9,93.4,96.9,100.3,0
Girl,haz,30,1,90.6797,0.03893,3.5302,80.1,83.6,87.1,90.7,94.2,97.7,101.3,0
Girl,haz,31,1,91.443,0.03913,3.5782,80.7,84.3,87.9,91.4,95,98.6,102.2,0
Girl,haz,32,1,92.1906,0.03933,3.6259,81.3,84.9,88.6,92.2,95.8,99.4,103.1,0
Girl,haz,33,1,92.9239,0.03952,3.6724,81.9,85.6,89.3,92.9,96.6,100.3,103.9,0
Girl,haz,34,1,93.6444,0.03971,3.7186,82.5,86.2,89.9,93.6,97.4,101.1,104.8,0
Girl,haz,35,1,94.3533,0.03989,3.7638,83.1,86.8,90.6,94.4,98.1,101.9,105.6,0
Girl,haz,36,1,95.0515,0.04006,3.8078,83.6,87.4,91.2,95.1,98.9,102.7,106.5,0
Girl,haz,37,1,95.7399,0.04024,3.8526,84.2,88,91.9,95.7,99.6,103.4,107.3,0
Girl,haz,38,1,96.4187,0.04041,3.8963,84.7,88.6,92.5,96.4,100.3,104.2,108.1,0
Girl,haz,39,1,97.0885,0.04057,3.9389,85.3,89.2,93.1,97.1,101,105,108.9,0
Girl,haz,40,1,97.7493,0.04073,3.9813,85.8,89.8,93.8,97.7,101.7,105.7,109.7,0
Girl,haz,41,1,98.4015,0.04089,4.0236,86.3,90.4,94.4,98.4,102.4,106.4,110.5,0
Girl,haz,42,1,99.0448,0.04105,4.0658,86.8,90.9,95,99,103.1,107.2,111.2,0
Girl,haz,43,1,99.6795,0.0412,4.1068,87.4,91.5,95.6,99.7,103.8,107.9,112,0
Girl,haz,44,1,100.3058,0.04135,4.1476,87.9,92,96.2,100.3,104.5,108.6,112.7,0
Girl,haz,45,1,100.9238,0.0415,4.1883,88.4,92.5,96.7,100.9,105.1,109.3,113.5,0
Girl,haz,46,1,101.5337,0.04164,4.2279,88.9,93.1,97.3,101.5,105.8,110,114.2,0
Girl,haz,47,1,102.136,0.04179,4.2683,89.3,93.6,97.9,102.1,106.4,110.7,114.9,0
Girl,haz,48,1,102.7312,0.04193,4.3075,89.8,94.1,98.4,102.7,107,111.3,115.7,0
Girl,haz,49,1,103.3197,0.04206,4.3456,90.3,94.6,99,103.3,107.7,112,116.4,0
Girl,haz,50,1,103.9021,0.0422,4.3847,90.7,95.1,99.5,103.9,108.3,112.7,117.1,0
Girl,haz,51,1,104.4786,0.04233,4.4226,91.2,95.6,100.1,104.5,108.9,113.3,117.7,0
Girl,haz,52,1,105.0494,0.04246,4.4604,91.7,96.1,100.6,105,109.5,114,118.4,0
Girl,haz,53,1,105.6148,0.04259,4.4981,92.1,96.6,101.1,105.6,110.1,114.6,119.1,0
Girl,haz,54,1,106.1748,0.04272,4.5358,92.6,97.1,101.6,106.2,110.7,115.2,119.8,0
Girl,haz,55,1,106.7295,0.04285,4.5734,93,97.6,102.2,106.7,111.3,115.9,120.4,0
Girl,haz,56,1,107.2788,0.04298,4.6108,93.4,98.1,102.7,107.3,111.9,116.5,121.1,0
Girl,haz,57,1,107.8227,0.0431,4.6472,93.9,98.5,103.2,107.8,112.5,117.1,121.8,0
Girl,haz,58,1,108.3613,0.04322,4.6834,94.3,99,103.7,108.4,113,117.7,122.4,0
Girl,haz,59,1,108.8948,0.04334,4.7195,94.7,99.5,104.2,108.9,113.6,118.3,123.1,0
Girl,haz,60,1,109.4233,0.04347,4.7566,95.2,99.9,104.7,109.4,114.2,118.9,123.7,0
Boy,haz,0,1,49.8842,0.03795,1.8931,44.2,46.1,48,49.9,51.8,53.7,55.6,0
Boy,haz,1,1,54.7244,0.03557,1.9465,48.9,50.8,52.8,54.7,56.7,58.6,60.6,0
Boy,haz,2,1,58.4249,0.03424,2.0005,52.4,54.4,56.4,58.4,60.4,62.4,64.4,0
Boy,haz,3,1,61.4292,0.03328,2.0444,55.3,57.3,59.4,61.4,63.5,65.5,67.6,0
Boy,haz,4,1,63.886,0.03257,2.0808,57.6,59.7,61.8,63.9,66,68,70.1,0
Boy,haz,5,1,65.9026,0.03204,2.1115,59.6,61.7,63.8,65.9,68,70.1,72.2,0
Boy,haz,6,1,67.6236,0.03165,2.1403,61.2,63.3,65.5,67.6,69.8,71.9,74,0
Boy,haz,7,1,69.1645,0.03139,2.1711,62.7,64.8,67,69.2,71.3,73.5,75.7,0
Boy,haz,8,1,70.5994,0.03124,2.2055,64,66.2,68.4,70.6,72.8,75,77.2,0
Boy,haz,9,1,71.9687,0.03117,2.2433,65.2,67.5,69.7,72,74.2,76.5,78.7,0
Boy,haz,10,1,73.2812,0.03118,2.2849,66.4,68.7,71,73.3,75.6,77.9,80.1,0
Boy,haz,11,1,74.5388,0.03125,2.3293,67.6,69.9,72.2,74.5,76.9,79.2,81.5,0
Boy,haz,12,1,75.7488,0.03137,2.3762,68.6,71,73.4,75.7,78.1,80.5,82.9,0
Boy,haz,13,1,76.9186,0.03154,2.426,69.6,72.1,74.5,76.9,79.3,81.8,84.2,0
Boy,haz,14,1,78.0497,0.03174,2.4773,70.6,73.1,75.6,78,80.5,83,85.5,0
Boy,haz,15,1,79.1458,0.03197,2.5303,71.6,74.1,76.6,79.1,81.7,84.2,86.7,0
Boy,haz,16,1,80.2113,0.03222,2.5844,72.5,75,77.6,80.2,82.8,85.4,88,0
Boy,haz,17,1,81.2487,0.0325,2.6406,73.3,76,78.6,81.2,83.9,86.5,89.2,0
Boy,haz,18,1,82.2587,0.03279,2.6973,74.2,76.9,79.6,82.3,85,87.7,90.4,0
Boy,haz,19,1,83.2418,0.0331,2.7553,75,77.7,80.5,83.2,86,88.8,91.5,0
Boy,haz,20,1,84.1996,0.03342,2.814,75.8,78.6,81.4,84.2,87,89.8,92.6,0
Boy,haz,21,1,85.1348,0.03376,2.8742,76.5,79.4,82.3,85.1,88,90.9,93.8,0
Boy,haz,22,1,86.0477,0.0341,2.9342,77.2,80.2,83.1,86,89,91.9,94.9,0
Boy,haz,23,1,86.941,0.03445,2.9951,78,81,83.9,86.9,89.9,92.9,95.9,0
Boy,haz,24,1,87.8161,0.03479,3.0551,78.7,81.7,84.8,87.8,90.9,93.9,97,0
Boy,haz,25,1,87.972,0.03542,3.116,78.6,81.7,84.9,88,91.1,94.2,97.3,0
Boy,haz,26,1,88.8065,0.03576,3.1757,79.3,82.5,85.6,88.8,92,95.2,98.3,0
Boy,haz,27,1,89.6197,0.0361,3.2353,79.9,83.1,86.4,89.6,92.9,96.1,99.3,0
Boy,haz,28,1,90.412,0.03642,3.2928,80.5,83.8,87.1,90.4,93.7,97,100.3,0
Boy,haz,29,1,91.1828,0.03674,3.3501,81.1,84.5,87.8,91.2,94.5,97.9,101.2,0
Boy,haz,30,1,91.9327,0.03704,3.4052,81.7,85.1,88.5,91.9,95.3,98.7,102.1,0
Boy,haz,31,1,92.6631,0.03733,3.4591,82.3,85.7,89.2,92.7,96.1,99.6,103,0
Boy,haz,32,1,93.3753,0.03761,3.5118,82.8,86.4,89.9,93.4,96.9,100.4,103.9,0
Boy,haz,33,1,94.0711,0.03787,3.5625,83.4,86.9,90.5,94.1,97.6,101.2,104.8,0
Boy,haz,34,1,94.7532,0.03812,3.612,83.9,87.5,91.1,94.8,98.4,102,105.6,0
Boy,haz,35,1,95.4236,0.03836,3.6604,84.4,88.1,91.8,95.4,99.1,102.7,106.4,0
Boy,haz,36,1,96.0835,0.03858,3.7069,85,88.7,92.4,96.1,99.8,103.5,107.2,0
Boy,haz,37,1,96.7337,0.03879,3.7523,85.5,89.2,93,96.7,100.5,104.2,108,0
Boy,haz,38,1,97.3749,0.039,3.7976,86,89.8,93.6,97.4,101.2,105,108.8,0
Boy,haz,39,1,98.0073,0.03919,3.8409,86.5,90.3,94.2,98,101.8,105.7,109.5,0
Boy,haz,40,1,98.631,0.03937,3.8831,87,90.9,94.7,98.6,102.5,106.4,110.3,0
Boy,haz,41,1,99.2459,0.03954,3.9242,87.5,91.4,95.3,99.2,103.2,107.1,111,0
Boy,haz,42,1,99.8515,0.03971,3.9651,88,91.9,95.9,99.9,103.8,107.8,111.7,0
Boy,haz,43,1,100.4485,0.03986,4.0039,88.4,92.4,96.4,100.4,104.5,108.5,112.5,0
Boy,haz,44,1,101.0374,0.04002,4.0435,88.9,93,97,101,105.1,109.1,113.2,0
Boy,haz,45,1,101.6186,0.04016,4.081,89.4,93.5,97.5,101.6,105.7,109.8,113.9,0
Boy,haz,46,1,102.1933,0.04031,4.1194,89.8,94,98.1,102.2,106.3,110.4,114.6,0
Boy,haz,47,1,102.7625,0.04045,4.1567,90.3,94.4,98.6,102.8,106.9,111.1,115.2,0
Boy,haz,48,1,103.3273,0.04059,4.1941,90.7,94.9,99.1,103.3,107.5,111.7,115.9,0
Boy,haz,49,1,103.8886,0.04073,4.2314,91.2,95.4,99.7,103.9,108.1,112.4,116.6,0
Boy,haz,50,1,104.4473,0.04086,4.2677,91.6,95.9,100.2,104.4,108.7,113,117.3,0
Boy,haz,51,1,105.0041,0.041,4.3052,92.1,96.4,100.7,105,109.3,113.6,117.9,0
Boy,haz,52,1,105.5596,0.04113,4.3417,92.5,96.9,101.2,105.6,109.9,114.2,118.6,0
Boy,haz,53,1,106.1138,0.04126,4.3783,93,97.4,101.7,106.1,110.5,114.9,119.2,0
Boy,haz,54,1,106.6668,0.04139,4.4149,93.4,97.8,102.3,106.7,111.1,115.5,119.9,0
Boy,haz,55,1,107.2188,0.04152,4.4517,93.9,98.3,102.8,107.2,111.7,116.1,120.6,0
Boy,haz,56,1,107.7697,0.04165,4.4886,94.3,98.8,103.3,107.8,112.3,116.7,121.2,0
Boy,haz,57,1,108.3198,0.04177,4.5245,94.7,99.3,103.8,108.3,112.8,117.4,121.9,0
Boy,haz,58,1,108.8689,0.0419,4.5616,95.2,99.7,104.3,108.9,113.4,118,122.6,0
Boy,haz,59,1,109.417,0.04202,4.5977,95.6,100.2,104.8,109.4,114,118.6,123.2,0
Boy,haz,60,1,109.9638,0.04214,4.6339,96.1,100.7,105.3,110,114.6,119.2,123.9,0
Girl,whz,0,-0.3833,2.4607,0.09029,0,1.9,2.1,2.3,2.5,2.7,3,3.3,45
Girl,whz,0,-0.3833,2.5457,0.09033,0,2,2.1,2.3,2.5,2.8,3.1,3.4,45.5
Girl,whz,0,-0.3833,2.6306,0.09037,0,2,2.2,2.4,2.6,2.9,3.2,3.5,46
Girl,whz,0,-0.3833,2.7155,0.0904,0,2.1,2.3,2.5,2.7,3,3.3,3.6,46.5
Girl,whz,0,-0.3833,2.8007,0.09044,0,2.2,2.4,2.6,2.8,3.1,3.4,3.7,47
Girl,whz,0,-0.3833,2.8867,0.09048,0,2.2,2.4,2.6,2.9,3.2,3.5,3.8,47.5
Girl,whz,0,-0.3833,2.9741,0.09052,0,2.3,2.5,2.7,3,3.3,3.6,4,48
Girl,whz,0,-0.3833,3.0636,0.09056,0,2.4,2.6,2.8,3.1,3.4,3.7,4.1,48.5
Girl,whz,0,-0.3833,3.156,0.0906,0,2.4,2.6,2.9,3.2,3.5,3.8,4.2,49
Girl,whz,0,-0.3833,3.252,0.09064,0,2.5,2.7,3,3.3,3.6,3.9,4.3,49.5
